         time;          counts;events
214.429129298;         1187148;dTLB-loads-misses                                           
214.429129298;             669;page-faults                                                 
215.430616594;         4727235;cache-misses                                                
215.430616594;         1130862;dTLB-loads-misses                                           
215.430616594;             803;page-faults                                                 
216.431668112;        39418234;cache-misses                                                
216.431668112;         2700227;dTLB-loads-misses                                           
216.431668112;           14910;page-faults                                                 
217.433200646;        67868815;cache-misses                                                
217.433200646;         3913693;dTLB-loads-misses                                           
217.433200646;           16688;page-faults                                                 
218.434759910;        36049375;cache-misses                                                
218.434759910;         3090002;dTLB-loads-misses                                           
218.434759910;            5639;page-faults                                                 
219.435679414;        41121329;cache-misses                                                
219.435679414;         3371884;dTLB-loads-misses                                           
219.435679414;            5231;page-faults                                                 
220.437267943;        85629080;cache-misses                                                
220.437267943;         4808544;dTLB-loads-misses                                           
220.437267943;           32624;page-faults                                                 
221.443707133;        98903660;cache-misses                                                
221.443707133;         4897541;dTLB-loads-misses                                           
221.443707133;           13426;page-faults                                                 
222.445182536;        73869425;cache-misses                                                
222.445182536;         3996630;dTLB-loads-misses                                           
222.445182536;            5539;page-faults                                                 
223.446590797;        70538742;cache-misses                                                
223.446590797;         3904903;dTLB-loads-misses                                           
223.446590797;            8298;page-faults                                                 
224.447665477;        36382172;cache-misses                                                
224.447665477;         2768269;dTLB-loads-misses                                           
224.447665477;            3150;page-faults                                                 
225.449107405;        27854999;cache-misses                                                
225.449107405;         2543954;dTLB-loads-misses                                           
225.449107405;            3840;page-faults                                                 
226.450609794;        22308418;cache-misses                                                
226.450609794;         2279060;dTLB-loads-misses                                           
226.450609794;            1879;page-faults                                                 
227.451663505;        29417334;cache-misses                                                
227.451663505;         2492790;dTLB-loads-misses                                           
227.451663505;            2534;page-faults                                                 
228.452979166;        21947199;cache-misses                                                
228.452979166;         2117679;dTLB-loads-misses                                           
228.452979166;            1893;page-faults                                                 
229.454520013;        23526205;cache-misses                                                
229.454520013;         2236753;dTLB-loads-misses                                           
229.454520013;            4170;page-faults                                                 
230.455664925;        22109632;cache-misses                                                
230.455664925;         2116738;dTLB-loads-misses                                           
230.455664925;            2408;page-faults                                                 
231.458306413;        22613366;cache-misses                                                
231.458306413;         2154525;dTLB-loads-misses                                           
231.458306413;            1985;page-faults                                                 
232.459668787;        22904040;cache-misses                                                
232.459668787;         2215408;dTLB-loads-misses                                           
232.459668787;            1908;page-faults                                                 
233.461155454;        23021181;cache-misses                                                
233.461155454;         2204890;dTLB-loads-misses                                           
233.461155454;            3070;page-faults                                                 
234.462599194;        20291949;cache-misses                                                
234.462599194;         2067845;dTLB-loads-misses                                           
234.462599194;            1712;page-faults                                                 
235.463660300;        24756893;cache-misses                                                
235.463660300;         2401038;dTLB-loads-misses                                           
235.463660300;            2236;page-faults                                                 
236.465176664;        22087652;cache-misses                                                
236.465176664;         2127496;dTLB-loads-misses                                           
236.465176664;            2074;page-faults                                                 
237.466801746;        22119884;cache-misses                                                
237.466801746;         2140817;dTLB-loads-misses                                           
237.466801746;            2684;page-faults                                                 
238.467661067;        21018710;cache-misses                                                
238.467661067;         2070484;dTLB-loads-misses                                           
238.467661067;            1973;page-faults                                                 
239.469294966;        20983390;cache-misses                                                
239.469294966;         2115596;dTLB-loads-misses                                           
239.469294966;            1773;page-faults                                                 
240.470755207;        25036185;cache-misses                                                
240.470755207;         2324964;dTLB-loads-misses                                           
240.470755207;            4270;page-faults                                                 
241.471670763;        23019020;cache-misses                                                
241.471670763;         2149450;dTLB-loads-misses                                           
241.471670763;            2245;page-faults                                                 
242.473172922;        21829440;cache-misses                                                
242.473172922;         2119526;dTLB-loads-misses                                           
242.473172922;            1903;page-faults                                                 
243.474621985;        22828443;cache-misses                                                
243.474621985;         2188971;dTLB-loads-misses                                           
243.474621985;            2265;page-faults                                                 
244.475669130;        22724987;cache-misses                                                
244.475669130;         2145279;dTLB-loads-misses                                           
244.475669130;            2446;page-faults                                                 
245.477188438;        21822845;cache-misses                                                
245.477188438;         2119336;dTLB-loads-misses                                           
245.477188438;            1989;page-faults                                                 
246.478600719;        44927492;cache-misses                                                
246.478600719;         3300722;dTLB-loads-misses                                           
246.478600719;           22651;page-faults                                                 
247.479670073;        22823617;cache-misses                                                
247.479670073;         2212469;dTLB-loads-misses                                           
247.479670073;            1952;page-faults                                                 
248.481174421;        22518965;cache-misses                                                
248.481174421;         2171890;dTLB-loads-misses                                           
248.481174421;            2185;page-faults                                                 
249.482362156;        21107816;cache-misses                                                
249.482362156;         2068193;dTLB-loads-misses                                           
249.482362156;            1718;page-faults                                                 
250.483716924;        22023058;cache-misses                                                
250.483716924;         2100885;dTLB-loads-misses                                           
250.483716924;            1779;page-faults                                                 
251.484943427;        22897909;cache-misses                                                
251.484943427;         2154249;dTLB-loads-misses                                           
251.484943427;            1909;page-faults                                                 
252.485726825;        22697085;cache-misses                                                
252.485726825;         2146578;dTLB-loads-misses                                           
252.485726825;            2023;page-faults                                                 
253.486471912;        21983045;cache-misses                                                
253.486471912;         2113155;dTLB-loads-misses                                           
253.486471912;            2035;page-faults                                                 
254.487703228;        24234227;cache-misses                                                
254.487703228;         2246617;dTLB-loads-misses                                           
254.487703228;            3088;page-faults                                                 
255.489184098;        22429762;cache-misses                                                
255.489184098;         2186839;dTLB-loads-misses                                           
255.489184098;            1905;page-faults                                                 
256.490924665;        25198225;cache-misses                                                
256.490924665;         2588745;dTLB-loads-misses                                           
256.490924665;            3325;page-faults                                                 
257.492351888;        24084619;cache-misses                                                
257.492351888;         2253179;dTLB-loads-misses                                           
257.492351888;            2840;page-faults                                                 
258.493908307;        21538043;cache-misses                                                
258.493908307;         2122359;dTLB-loads-misses                                           
258.493908307;            1985;page-faults                                                 
259.495353461;        22145551;cache-misses                                                
259.495353461;         2202269;dTLB-loads-misses                                           
259.495353461;            2334;page-faults                                                 
260.496834963;        21719705;cache-misses                                                
260.496834963;         2120976;dTLB-loads-misses                                           
260.496834963;            2122;page-faults                                                 
261.498405942;        20821369;cache-misses                                                
261.498405942;         2082486;dTLB-loads-misses                                           
261.498405942;            1709;page-faults                                                 
262.499667876;        22017048;cache-misses                                                
262.499667876;         2126847;dTLB-loads-misses                                           
262.499667876;            2104;page-faults                                                 
263.501240155;        23341391;cache-misses                                                
263.501240155;         2195222;dTLB-loads-misses                                           
263.501240155;            2179;page-faults                                                 
264.501738476;        21017470;cache-misses                                                
264.501738476;         2072302;dTLB-loads-misses                                           
264.501738476;            1799;page-faults                                                 
265.503278545;        21791409;cache-misses                                                
265.503278545;         2110127;dTLB-loads-misses                                           
265.503278545;            1735;page-faults                                                 
266.504764672;        23739004;cache-misses                                                
266.504764672;         2208595;dTLB-loads-misses                                           
266.504764672;            3951;page-faults                                                 
267.506224349;        21792010;cache-misses                                                
267.506224349;         2120848;dTLB-loads-misses                                           
267.506224349;            1907;page-faults                                                 
268.507712095;        24607504;cache-misses                                                
268.507712095;         2253060;dTLB-loads-misses                                           
268.507712095;            3750;page-faults                                                 
269.509182153;        21738500;cache-misses                                                
269.509182153;         2114304;dTLB-loads-misses                                           
269.509182153;            1880;page-faults                                                 
270.510659930;        21339819;cache-misses                                                
270.510659930;         2087703;dTLB-loads-misses                                           
270.510659930;            1744;page-faults                                                 
271.511707507;        21501505;cache-misses                                                
271.511707507;         2124271;dTLB-loads-misses                                           
271.511707507;            1763;page-faults                                                 
272.513255613;        22801338;cache-misses                                                
272.513255613;         2144397;dTLB-loads-misses                                           
272.513255613;            2186;page-faults                                                 
273.514445073;        21948601;cache-misses                                                
273.514445073;         2134860;dTLB-loads-misses                                           
273.514445073;            1953;page-faults                                                 
274.515670785;        21935969;cache-misses                                                
274.515670785;         2154949;dTLB-loads-misses                                           
274.515670785;            2051;page-faults                                                 
275.517080451;        24911500;cache-misses                                                
275.517080451;         2277132;dTLB-loads-misses                                           
275.517080451;            3583;page-faults                                                 
276.518600853;        27817614;cache-misses                                                
276.518600853;         2381145;dTLB-loads-misses                                           
276.518600853;            2298;page-faults                                                 
277.519717731;        32203093;cache-misses                                                
277.519717731;         2745068;dTLB-loads-misses                                           
277.519717731;           10625;page-faults                                                 
278.521790055;        23224969;cache-misses                                                
278.521790055;         2236760;dTLB-loads-misses                                           
278.521790055;            4149;page-faults                                                 
279.523325035;        23177717;cache-misses                                                
279.523325035;         2183196;dTLB-loads-misses                                           
279.523325035;            2011;page-faults                                                 
280.524826469;        21690810;cache-misses                                                
280.524826469;         2162959;dTLB-loads-misses                                           
280.524826469;            1771;page-faults                                                 
281.526326680;        21685684;cache-misses                                                
281.526326680;         2092432;dTLB-loads-misses                                           
281.526326680;            2607;page-faults                                                 
282.595283846;        24598145;cache-misses                                                
282.595283846;         2335067;dTLB-loads-misses                                           
282.595283846;            7325;page-faults                                                 
283.596310935;        21925822;cache-misses                                                
283.596310935;         2104867;dTLB-loads-misses                                           
283.596310935;            2137;page-faults                                                 
284.597731702;        23596721;cache-misses                                                
284.597731702;         2271678;dTLB-loads-misses                                           
284.597731702;            4067;page-faults                                                 
285.599348508;        21128612;cache-misses                                                
285.599348508;         2103488;dTLB-loads-misses                                           
285.599348508;            1799;page-faults                                                 
286.600832944;        21108651;cache-misses                                                
286.600832944;         2111027;dTLB-loads-misses                                           
286.600832944;            1981;page-faults                                                 
287.602413588;        23596194;cache-misses                                                
287.602413588;         2275365;dTLB-loads-misses                                           
287.602413588;            4437;page-faults                                                 
288.603670306;        23490272;cache-misses                                                
288.603670306;         2206999;dTLB-loads-misses                                           
288.603670306;            2807;page-faults                                                 
289.605065805;        22050985;cache-misses                                                
289.605065805;         2225716;dTLB-loads-misses                                           
289.605065805;            1908;page-faults                                                 
290.606475366;        24252838;cache-misses                                                
290.606475366;         2228648;dTLB-loads-misses                                           
290.606475366;            2041;page-faults                                                 
291.607668625;        21541410;cache-misses                                                
291.607668625;         2130060;dTLB-loads-misses                                           
291.607668625;            2232;page-faults                                                 
292.609156384;        22386501;cache-misses                                                
292.609156384;         2296505;dTLB-loads-misses                                           
292.609156384;            2003;page-faults                                                 
293.610574941;        21740422;cache-misses                                                
293.610574941;         2067404;dTLB-loads-misses                                           
293.610574941;            1842;page-faults                                                 
294.611664350;        22261373;cache-misses                                                
294.611664350;         2133570;dTLB-loads-misses                                           
294.611664350;            1745;page-faults                                                 
295.613172751;        22729497;cache-misses                                                
295.613172751;         2171462;dTLB-loads-misses                                           
295.613172751;            2503;page-faults                                                 
296.614584215;        22597278;cache-misses                                                
296.614584215;         2214777;dTLB-loads-misses                                           
296.614584215;            1823;page-faults                                                 
297.615699988;        21162967;cache-misses                                                
297.615699988;         2119630;dTLB-loads-misses                                           
297.615699988;            1857;page-faults                                                 
298.617149618;        22069370;cache-misses                                                
298.617149618;         2091434;dTLB-loads-misses                                           
298.617149618;            2292;page-faults                                                 
299.618678928;        25036566;cache-misses                                                
299.618678928;         2318245;dTLB-loads-misses                                           
299.618678928;            4287;page-faults                                                 
300.619712874;        46835268;cache-misses                                                
300.619712874;         3479457;dTLB-loads-misses                                           
300.619712874;            5811;page-faults                                                 
301.621158907;        23650220;cache-misses                                                
301.621158907;         2204118;dTLB-loads-misses                                           
301.621158907;            2302;page-faults                                                 
302.622574780;        22494386;cache-misses                                                
302.622574780;         2195927;dTLB-loads-misses                                           
302.622574780;            1983;page-faults                                                 
303.623664397;        22340129;cache-misses                                                
303.623664397;         2148522;dTLB-loads-misses                                           
303.623664397;            1985;page-faults                                                 
304.625078509;        22370239;cache-misses                                                
304.625078509;         2125398;dTLB-loads-misses                                           
304.625078509;            2444;page-faults                                                 
305.626443513;        21112045;cache-misses                                                
305.626443513;         2082222;dTLB-loads-misses                                           
305.626443513;            1787;page-faults                                                 
306.627666973;        42266719;cache-misses                                                
306.627666973;         3192626;dTLB-loads-misses                                           
306.627666973;           15577;page-faults                                                 
307.629204524;        22620788;cache-misses                                                
307.629204524;         2168719;dTLB-loads-misses                                           
307.629204524;            1883;page-faults                                                 
308.630666854;        24034577;cache-misses                                                
308.630666854;         2304537;dTLB-loads-misses                                           
308.630666854;            3003;page-faults                                                 
309.631671550;        24368756;cache-misses                                                
309.631671550;         2278633;dTLB-loads-misses                                           
309.631671550;            2717;page-faults                                                 
310.633119356;        23663033;cache-misses                                                
310.633119356;         2230629;dTLB-loads-misses                                           
310.633119356;            2526;page-faults                                                 
311.634555573;        24099522;cache-misses                                                
311.634555573;         2281948;dTLB-loads-misses                                           
311.634555573;            2052;page-faults                                                 
312.635722182;        24842895;cache-misses                                                
312.635722182;         2289797;dTLB-loads-misses                                           
312.635722182;            2067;page-faults                                                 
313.637249307;        24398974;cache-misses                                                
313.637249307;         2323045;dTLB-loads-misses                                           
313.637249307;            2112;page-faults                                                 
314.638810659;        23344976;cache-misses                                                
314.638810659;         2214452;dTLB-loads-misses                                           
314.638810659;            2230;page-faults                                                 
315.639714424;        25717626;cache-misses                                                
315.639714424;         2326204;dTLB-loads-misses                                           
315.639714424;            2910;page-faults                                                 
316.641231468;        22115459;cache-misses                                                
316.641231468;         2151348;dTLB-loads-misses                                           
316.641231468;            1890;page-faults                                                 
317.642741998;        23540089;cache-misses                                                
317.642741998;         2209053;dTLB-loads-misses                                           
317.642741998;            2000;page-faults                                                 
318.643716932;        23165795;cache-misses                                                
318.643716932;         2217379;dTLB-loads-misses                                           
318.643716932;            2096;page-faults                                                 
319.645209192;        23767777;cache-misses                                                
319.645209192;         2268494;dTLB-loads-misses                                           
319.645209192;            2135;page-faults                                                 
320.646818676;        23235460;cache-misses                                                
320.646818676;         2242873;dTLB-loads-misses                                           
320.646818676;            2296;page-faults                                                 
321.647707190;        22324600;cache-misses                                                
321.647707190;         2163439;dTLB-loads-misses                                           
321.647707190;            1936;page-faults                                                 
322.649257900;        92172082;cache-misses                                                
322.649257900;         5302987;dTLB-loads-misses                                           
322.649257900;           11023;page-faults                                                 
323.650876036;        48276490;cache-misses                                                
323.650876036;         3613737;dTLB-loads-misses                                           
323.650876036;            5296;page-faults                                                 
324.651702371;        35648905;cache-misses                                                
324.651702371;         3044367;dTLB-loads-misses                                           
324.651702371;            4166;page-faults                                                 
325.653268143;        42893528;cache-misses                                                
325.653268143;         3315470;dTLB-loads-misses                                           
325.653268143;            6912;page-faults                                                 
         time;           conts;events
326.654648994;        40390939;cache-misses                                                
326.654648994;         3187308;dTLB-loads-misses                                           
326.654648994;            9852;page-faults                                                 
327.655718590;        44689180;cache-misses                                                
327.655718590;         3417172;dTLB-loads-misses                                           
327.655718590;           13114;page-faults                                                 
328.657310781;        50215756;cache-misses                                                
328.657310781;         3561612;dTLB-loads-misses                                           
328.657310781;           30198;page-faults                                                 
329.658913430;        33490155;cache-misses                                                
329.658913430;         2569751;dTLB-loads-misses                                           
329.658913430;           10565;page-faults                                                 
330.659663666;        27064293;cache-misses                                                
330.659663666;         2471339;dTLB-loads-misses                                           
330.659663666;            9149;page-faults                                                 
331.661198425;        44424957;cache-misses                                                
331.661198425;         3181583;dTLB-loads-misses                                           
331.661198425;           35798;page-faults                                                 
332.662820434;        76743863;cache-misses                                                
332.662820434;         4247404;dTLB-loads-misses                                           
332.662820434;            8748;page-faults                                                 
333.663683311;        81340091;cache-misses                                                
333.663683311;         4206999;dTLB-loads-misses                                           
333.663683311;            9608;page-faults                                                 
334.665335820;        71614207;cache-misses                                                
334.665335820;         3882661;dTLB-loads-misses                                           
334.665335820;            5590;page-faults                                                 
335.666787273;        67065661;cache-misses                                                
335.666787273;         3780599;dTLB-loads-misses                                           
335.666787273;            7553;page-faults                                                 
336.667662745;        25103521;cache-misses                                                
336.667662745;         2322507;dTLB-loads-misses                                           
336.667662745;            3405;page-faults                                                 
337.669626795;        22663082;cache-misses                                                
337.669626795;         2209433;dTLB-loads-misses                                           
337.669626795;            2913;page-faults                                                 
338.671239107;        22889102;cache-misses                                                
338.671239107;         2261595;dTLB-loads-misses                                           
338.671239107;            3307;page-faults                                                 
339.672746627;        25472256;cache-misses                                                
339.672746627;         2327455;dTLB-loads-misses                                           
339.672746627;            3637;page-faults                                                 
340.674279214;        28866469;cache-misses                                                
340.674279214;         2457959;dTLB-loads-misses                                           
340.674279214;            3970;page-faults                                                 
341.675666979;        21774191;cache-misses                                                
341.675666979;         2181460;dTLB-loads-misses                                           
341.675666979;            3023;page-faults                                                 
342.677361434;        22302646;cache-misses                                                
342.677361434;         2181734;dTLB-loads-misses                                           
342.677361434;            3177;page-faults                                                 
343.678861604;        21042902;cache-misses                                                
343.678861604;         2138259;dTLB-loads-misses                                           
343.678861604;            2239;page-faults                                                 
344.679669991;        50396045;cache-misses                                                
344.679669991;         3222200;dTLB-loads-misses                                           
344.679669991;           11999;page-faults                                                 
345.681413362;        81124949;cache-misses                                                
345.681413362;         4320246;dTLB-loads-misses                                           
345.681413362;            8705;page-faults                                                 
346.682900227;        74491817;cache-misses                                                
346.682900227;         4009741;dTLB-loads-misses                                           
346.682900227;            6582;page-faults                                                 
347.683695763;        71561497;cache-misses                                                
347.683695763;         3956049;dTLB-loads-misses                                           
347.683695763;            5785;page-faults                                                 
348.685195105;        68262798;cache-misses                                                
348.685195105;         3818342;dTLB-loads-misses                                           
348.685195105;            7536;page-faults                                                 
349.686745810;        23275841;cache-misses                                                
349.686745810;         2187893;dTLB-loads-misses                                           
349.686745810;            2887;page-faults                                                 
350.687709788;        20546828;cache-misses                                                
350.687709788;         2126735;dTLB-loads-misses                                           
350.687709788;            1895;page-faults                                                 
         time;           conts;events
351.689107430;        20977803;cache-misses                                                
351.689107430;         2160700;dTLB-loads-misses                                           
351.689107430;            3356;page-faults                                                 
352.690588073;        23176326;cache-misses                                                
352.690588073;         2209192;dTLB-loads-misses                                           
352.690588073;            4221;page-faults                                                 
353.691665284;        22226399;cache-misses                                                
353.691665284;         2142816;dTLB-loads-misses                                           
353.691665284;            7490;page-faults                                                 
354.693145151;        22186945;cache-misses                                                
354.693145151;         2179933;dTLB-loads-misses                                           
354.693145151;            3964;page-faults                                                 
355.694721659;        20913348;cache-misses                                                
355.694721659;         2118618;dTLB-loads-misses                                           
355.694721659;            2338;page-faults                                                 
356.695708589;        22143072;cache-misses                                                
356.695708589;         2135776;dTLB-loads-misses                                           
356.695708589;            2222;page-faults                                                 
357.697164196;        19542723;cache-misses                                                
357.697164196;         2040176;dTLB-loads-misses                                           
357.697164196;            2631;page-faults                                                 
358.698763021;        20892863;cache-misses                                                
358.698763021;         2095093;dTLB-loads-misses                                           
358.698763021;            2422;page-faults                                                 
359.699710801;        20176817;cache-misses                                                
359.699710801;         2123424;dTLB-loads-misses                                           
359.699710801;            1959;page-faults                                                 
360.701292221;        20720601;cache-misses                                                
360.701292221;         2095990;dTLB-loads-misses                                           
360.701292221;            2094;page-faults                                                 
361.702794519;        19303491;cache-misses                                                
361.702794519;         2007879;dTLB-loads-misses                                           
361.702794519;            1961;page-faults                                                 
362.703714356;        22927627;cache-misses                                                
362.703714356;         2203793;dTLB-loads-misses                                           
362.703714356;            2297;page-faults                                                 
363.705253669;        19613316;cache-misses                                                
363.705253669;         2033828;dTLB-loads-misses                                           
363.705253669;            2168;page-faults                                                 
364.706821813;        20449393;cache-misses                                                
364.706821813;         2061530;dTLB-loads-misses                                           
364.706821813;            3142;page-faults                                                 
365.707665866;        21210669;cache-misses                                                
365.707665866;         2135667;dTLB-loads-misses                                           
365.707665866;            1983;page-faults                                                 
366.709190480;        37084916;cache-misses                                                
366.709190480;         2819918;dTLB-loads-misses                                           
366.709190480;           19661;page-faults                                                 
367.710693488;        21657035;cache-misses                                                
367.710693488;         2135549;dTLB-loads-misses                                           
367.710693488;            2038;page-faults                                                 
368.711663603;        20684356;cache-misses                                                
368.711663603;         2104945;dTLB-loads-misses                                           
368.711663603;            2312;page-faults                                                 
369.713107616;        20697917;cache-misses                                                
369.713107616;         2126124;dTLB-loads-misses                                           
369.713107616;            2094;page-faults                                                 
370.713978353;        21983722;cache-misses                                                
370.713978353;         2187319;dTLB-loads-misses                                           
370.713978353;            2035;page-faults                                                 
371.715544664;        22749733;cache-misses                                                
371.715544664;         2198771;dTLB-loads-misses                                           
371.715544664;            2726;page-faults                                                 
372.716982091;        21311378;cache-misses                                                
372.716982091;         2145007;dTLB-loads-misses                                           
372.716982091;            4451;page-faults                                                 
373.719444223;        22087037;cache-misses                                                
373.719444223;         2183899;dTLB-loads-misses                                           
373.719444223;            2235;page-faults                                                 
374.720852150;        21892849;cache-misses                                                
374.720852150;         2186863;dTLB-loads-misses                                           
374.720852150;            2319;page-faults                                                 
375.722292351;        22372833;cache-misses                                                
375.722292351;         2182270;dTLB-loads-misses                                           
375.722292351;            2734;page-faults                                                 
         time;           conts;events
376.723667990;        26428339;cache-misses                                                
376.723667990;         2513058;dTLB-loads-misses                                           
376.723667990;            2413;page-faults                                                 
377.725186665;        20325810;cache-misses                                                
377.725186665;         2092486;dTLB-loads-misses                                           
377.725186665;            2049;page-faults                                                 
378.726666586;        18729907;cache-misses                                                
378.726666586;         1982286;dTLB-loads-misses                                           
378.726666586;            2211;page-faults                                                 
379.727661306;        21412862;cache-misses                                                
379.727661306;         2129688;dTLB-loads-misses                                           
379.727661306;            2179;page-faults                                                 
380.729183606;        20626497;cache-misses                                                
380.729183606;         2062986;dTLB-loads-misses                                           
380.729183606;            2039;page-faults                                                 
381.730047576;        20642025;cache-misses                                                
381.730047576;         2153473;dTLB-loads-misses                                           
381.730047576;            4456;page-faults                                                 
382.731642209;        21494706;cache-misses                                                
382.731642209;         2138965;dTLB-loads-misses                                           
382.731642209;            1918;page-faults                                                 
383.733017910;        20868901;cache-misses                                                
383.733017910;         2127126;dTLB-loads-misses                                           
383.733017910;            2113;page-faults                                                 
384.734559948;        19600495;cache-misses                                                
384.734559948;         2049988;dTLB-loads-misses                                           
384.734559948;            2539;page-faults                                                 
385.735716225;        20293114;cache-misses                                                
385.735716225;         2126199;dTLB-loads-misses                                           
385.735716225;            1970;page-faults                                                 
386.737210710;        22076043;cache-misses                                                
386.737210710;         2140476;dTLB-loads-misses                                           
386.737210710;            2078;page-faults                                                 
387.738665864;        18882930;cache-misses                                                
387.738665864;         2037950;dTLB-loads-misses                                           
387.738665864;            2014;page-faults                                                 
388.739710344;        19477889;cache-misses                                                
388.739710344;         2058287;dTLB-loads-misses                                           
388.739710344;            2125;page-faults                                                 
389.741178323;        20951535;cache-misses                                                
389.741178323;         2120374;dTLB-loads-misses                                           
389.741178323;            2041;page-faults                                                 
390.742708727;        18765240;cache-misses                                                
390.742708727;         2062442;dTLB-loads-misses                                           
390.742708727;            1988;page-faults                                                 
391.743711488;        20328505;cache-misses                                                
391.743711488;         2102173;dTLB-loads-misses                                           
391.743711488;            2139;page-faults                                                 
392.750225419;        23441121;cache-misses                                                
392.750225419;         2215606;dTLB-loads-misses                                           
392.750225419;            4430;page-faults                                                 
393.751715445;        19659239;cache-misses                                                
393.751715445;         2085393;dTLB-loads-misses                                           
393.751715445;            2159;page-faults                                                 
394.753268639;        20120824;cache-misses                                                
394.753268639;         2096937;dTLB-loads-misses                                           
394.753268639;            1966;page-faults                                                 
395.754828685;        21063234;cache-misses                                                
395.754828685;         2156643;dTLB-loads-misses                                           
395.754828685;            2047;page-faults                                                 
396.755709552;        19085656;cache-misses                                                
396.755709552;         2056308;dTLB-loads-misses                                           
396.755709552;            2077;page-faults                                                 
397.757229270;        20685057;cache-misses                                                
397.757229270;         2125241;dTLB-loads-misses                                           
397.757229270;            1882;page-faults                                                 
398.758713044;        23632860;cache-misses                                                
398.758713044;         2247190;dTLB-loads-misses                                           
398.758713044;            4821;page-faults                                                 
399.759665321;        18483394;cache-misses                                                
399.759665321;         2004655;dTLB-loads-misses                                           
399.759665321;            2026;page-faults                                                 
400.761135038;        23043337;cache-misses                                                
400.761135038;         2247952;dTLB-loads-misses                                           
400.761135038;            4469;page-faults                                                 
         time;           conts;events
401.762576091;        22351486;cache-misses                                                
401.762576091;         2209586;dTLB-loads-misses                                           
401.762576091;            3020;page-faults                                                 
402.763697667;        18244015;cache-misses                                                
402.763697667;         2022416;dTLB-loads-misses                                           
402.763697667;            2074;page-faults                                                 
403.765191631;        24165556;cache-misses                                                
403.765191631;         2330943;dTLB-loads-misses                                           
403.765191631;            4313;page-faults                                                 
404.766680690;        21184302;cache-misses                                                
404.766680690;         2104392;dTLB-loads-misses                                           
404.766680690;            2121;page-faults                                                 
405.767668584;        21211697;cache-misses                                                
405.767668584;         2114274;dTLB-loads-misses                                           
405.767668584;            5016;page-faults                                                 
406.769176878;        28305417;cache-misses                                                
406.769176878;         2467640;dTLB-loads-misses                                           
406.769176878;            2844;page-faults                                                 
407.770737214;        20274229;cache-misses                                                
407.770737214;         2088872;dTLB-loads-misses                                           
407.770737214;            1955;page-faults                                                 
408.771727157;        20933721;cache-misses                                                
408.771727157;         2102054;dTLB-loads-misses                                           
408.771727157;            2133;page-faults                                                 
409.773271740;        23786326;cache-misses                                                
409.773271740;         2286690;dTLB-loads-misses                                           
409.773271740;            4575;page-faults                                                 
410.774800964;        20590572;cache-misses                                                
410.774800964;         2087263;dTLB-loads-misses                                           
410.774800964;            2020;page-faults                                                 
411.775668551;        20649165;cache-misses                                                
411.775668551;         2150399;dTLB-loads-misses                                           
411.775668551;            2127;page-faults                                                 
412.777186413;        33474682;cache-misses                                                
412.777186413;         2875222;dTLB-loads-misses                                           
412.777186413;            5136;page-faults                                                 
413.778686037;        20924042;cache-misses                                                
413.778686037;         2161760;dTLB-loads-misses                                           
413.778686037;            2126;page-faults                                                 
414.779665112;        19182980;cache-misses                                                
414.779665112;         2035869;dTLB-loads-misses                                           
414.779665112;            2138;page-faults                                                 
415.781101912;        22907895;cache-misses                                                
415.781101912;         2263943;dTLB-loads-misses                                           
415.781101912;            3794;page-faults                                                 
416.782470702;        25300379;cache-misses                                                
416.782470702;         2366540;dTLB-loads-misses                                           
416.782470702;            4238;page-faults                                                 
417.783717662;        21413482;cache-misses                                                
417.783717662;         2123861;dTLB-loads-misses                                           
417.783717662;            3352;page-faults                                                 
418.785203487;        19488804;cache-misses                                                
418.785203487;         2035115;dTLB-loads-misses                                           
418.785203487;            2667;page-faults                                                 
419.786695769;        33123756;cache-misses                                                
419.786695769;         2905465;dTLB-loads-misses                                           
419.786695769;            5583;page-faults                                                 
420.787706665;        20853209;cache-misses                                                
420.787706665;         2077241;dTLB-loads-misses                                           
420.787706665;            2050;page-faults                                                 
421.789191204;        22401022;cache-misses                                                
421.789191204;         2251955;dTLB-loads-misses                                           
421.789191204;            5499;page-faults                                                 
422.790740595;        21361435;cache-misses                                                
422.790740595;         2132982;dTLB-loads-misses                                           
422.790740595;            2396;page-faults                                                 
423.791664584;        21388695;cache-misses                                                
423.791664584;         2146808;dTLB-loads-misses                                           
423.791664584;            2252;page-faults                                                 
424.793144362;        19357085;cache-misses                                                
424.793144362;         2017136;dTLB-loads-misses                                           
424.793144362;            2364;page-faults                                                 
425.794622090;        18881481;cache-misses                                                
425.794622090;         2001871;dTLB-loads-misses                                           
425.794622090;            2016;page-faults                                                 
         time;           conts;events
426.795668570;        35184639;cache-misses                                                
426.795668570;         2779812;dTLB-loads-misses                                           
426.795668570;           13506;page-faults                                                 
427.797162766;        22421823;cache-misses                                                
427.797162766;         2220272;dTLB-loads-misses                                           
427.797162766;            2383;page-faults                                                 
428.798718861;        24532890;cache-misses                                                
428.798718861;         2298721;dTLB-loads-misses                                           
428.798718861;            5023;page-faults                                                 
429.799670907;        24080185;cache-misses                                                
429.799670907;         2298115;dTLB-loads-misses                                           
429.799670907;            2184;page-faults                                                 
430.801215534;        21841921;cache-misses                                                
430.801215534;         2198233;dTLB-loads-misses                                           
430.801215534;            2293;page-faults                                                 
431.802690541;        21729362;cache-misses                                                
431.802690541;         2188851;dTLB-loads-misses                                           
431.802690541;            3105;page-faults                                                 
