         time;          counts;events
432.803666081;        19078120;cache-misses                                                
432.803666081;         2053314;dTLB-loads-misses                                           
432.803666081;            2200;page-faults                                                 
433.805203502;        20774736;cache-misses                                                
433.805203502;         2115345;dTLB-loads-misses                                           
433.805203502;            2167;page-faults                                                 
434.806732284;        21147954;cache-misses                                                
434.806732284;         2062863;dTLB-loads-misses                                           
434.806732284;            7873;page-faults                                                 
435.807665828;        21958219;cache-misses                                                
435.807665828;         2156213;dTLB-loads-misses                                           
435.807665828;            2610;page-faults                                                 
436.809215894;        20707115;cache-misses                                                
436.809215894;         2125115;dTLB-loads-misses                                           
436.809215894;            2031;page-faults                                                 
437.810732064;        18645456;cache-misses                                                
437.810732064;         2032080;dTLB-loads-misses                                           
437.810732064;            2011;page-faults                                                 
438.811724726;        21897892;cache-misses                                                
438.811724726;         2189706;dTLB-loads-misses                                           
438.811724726;            4601;page-faults                                                 
439.813211287;        21575188;cache-misses                                                
439.813211287;         2194080;dTLB-loads-misses                                           
439.813211287;            2107;page-faults                                                 
440.813840532;        23393292;cache-misses                                                
440.813840532;         2244243;dTLB-loads-misses                                           
440.813840532;            4258;page-faults                                                 
441.815390139;        18755392;cache-misses                                                
441.815390139;         2053769;dTLB-loads-misses                                           
441.815390139;            2013;page-faults                                                 
442.884076058;        22615326;cache-misses                                                
442.884076058;         2306832;dTLB-loads-misses                                           
442.884076058;            2231;page-faults                                                 
443.885616384;        21587250;cache-misses                                                
443.885616384;         2187141;dTLB-loads-misses                                           
443.885616384;            4042;page-faults                                                 
444.887125003;        20954159;cache-misses                                                
444.887125003;         2107099;dTLB-loads-misses                                           
444.887125003;            2053;page-faults                                                 
445.887789092;        21550059;cache-misses                                                
445.887789092;         2106638;dTLB-loads-misses                                           
445.887789092;            2180;page-faults                                                 
446.888802945;        21423504;cache-misses                                                
446.888802945;         2138257;dTLB-loads-misses                                           
446.888802945;            2686;page-faults                                                 
447.890381496;        18582237;cache-misses                                                
447.890381496;         1992332;dTLB-loads-misses                                           
447.890381496;            1956;page-faults                                                 
448.891668208;        21388422;cache-misses                                                
448.891668208;         2141314;dTLB-loads-misses                                           
448.891668208;            2197;page-faults                                                 
449.893189541;        20711216;cache-misses                                                
449.893189541;         2146732;dTLB-loads-misses                                           
449.893189541;            3564;page-faults                                                 
450.894724797;        20182373;cache-misses                                                
450.894724797;         2097040;dTLB-loads-misses                                           
450.894724797;            2212;page-faults                                                 
         time;           conts;events
451.895705331;        26081223;cache-misses                                                
451.895705331;         2238694;dTLB-loads-misses                                           
451.895705331;            9588;page-faults                                                 
452.897196648;        21633702;cache-misses                                                
452.897196648;         1936438;dTLB-loads-misses                                           
452.897196648;            2129;page-faults                                                 
453.898797043;        19647653;cache-misses                                                
453.898797043;         2038447;dTLB-loads-misses                                           
453.898797043;            3174;page-faults                                                 
454.899712112;        23914789;cache-misses                                                
454.899712112;         2257796;dTLB-loads-misses                                           
454.899712112;            4361;page-faults                                                 
455.901134749;        37573613;cache-misses                                                
455.901134749;         2507141;dTLB-loads-misses                                           
455.901134749;           29089;page-faults                                                 
456.902615408;        33043018;cache-misses                                                
456.902615408;         2902725;dTLB-loads-misses                                           
456.902615408;            3131;page-faults                                                 
457.904788980;        21925853;cache-misses                                                
457.904788980;         2061281;dTLB-loads-misses                                           
457.904788980;            2405;page-faults                                                 
458.906325634;        21054827;cache-misses                                                
458.906325634;         2004260;dTLB-loads-misses                                           
458.906325634;            2822;page-faults                                                 
459.907667700;        22756977;cache-misses                                                
459.907667700;         2069550;dTLB-loads-misses                                           
459.907667700;            2044;page-faults                                                 
460.909184244;        30209485;cache-misses                                                
460.909184244;         2102924;dTLB-loads-misses                                           
460.909184244;            2972;page-faults                                                 
461.910744129;        35411299;cache-misses                                                
461.910744129;         2349897;dTLB-loads-misses                                           
461.910744129;            3135;page-faults                                                 
462.911666367;        23068810;cache-misses                                                
462.911666367;         2024087;dTLB-loads-misses                                           
462.911666367;            2113;page-faults                                                 
463.913168756;        20681254;cache-misses                                                
463.913168756;         2104040;dTLB-loads-misses                                           
463.913168756;            2173;page-faults                                                 
464.914680726;        19094849;cache-misses                                                
464.914680726;         2031437;dTLB-loads-misses                                           
464.914680726;            2002;page-faults                                                 
465.915667478;        20704255;cache-misses                                                
465.915667478;         2084204;dTLB-loads-misses                                           
465.915667478;            2045;page-faults                                                 
466.917182464;        20651065;cache-misses                                                
466.917182464;         2081854;dTLB-loads-misses                                           
466.917182464;            2015;page-faults                                                 
467.918797255;        23723275;cache-misses                                                
467.918797255;         2285151;dTLB-loads-misses                                           
467.918797255;            4660;page-faults                                                 
468.919664508;        19648874;cache-misses                                                
468.919664508;         2019101;dTLB-loads-misses                                           
468.919664508;            2274;page-faults                                                 
469.921109776;        20061648;cache-misses                                                
469.921109776;         2047304;dTLB-loads-misses                                           
469.921109776;            1990;page-faults                                                 
470.922639083;        19662541;cache-misses                                                
470.922639083;         2061710;dTLB-loads-misses                                           
470.922639083;            2406;page-faults                                                 
471.923668699;        19758835;cache-misses                                                
471.923668699;         2048918;dTLB-loads-misses                                           
471.923668699;            2244;page-faults                                                 
472.925228009;        24632138;cache-misses                                                
472.925228009;         2313710;dTLB-loads-misses                                           
472.925228009;            5115;page-faults                                                 
473.926093026;        19163831;cache-misses                                                
473.926093026;         2019264;dTLB-loads-misses                                           
473.926093026;            2099;page-faults                                                 
474.927640249;        17906428;cache-misses                                                
474.927640249;         1997483;dTLB-loads-misses                                           
474.927640249;            2008;page-faults                                                 
475.929132381;        22883219;cache-misses                                                
475.929132381;         2269119;dTLB-loads-misses                                           
475.929132381;            3820;page-faults                                                 
         time;           conts;events
476.930573047;        22045541;cache-misses                                                
476.930573047;         2199500;dTLB-loads-misses                                           
476.930573047;            2288;page-faults                                                 
477.931713853;        19526814;cache-misses                                                
477.931713853;         2037839;dTLB-loads-misses                                           
477.931713853;            2026;page-faults                                                 
478.933149857;        24119076;cache-misses                                                
478.933149857;         2334984;dTLB-loads-misses                                           
478.933149857;            4128;page-faults                                                 
479.935169207;        19201323;cache-misses                                                
479.935169207;         2067834;dTLB-loads-misses                                           
479.935169207;            2011;page-faults                                                 
480.935672160;        18845538;cache-misses                                                
480.935672160;         2066942;dTLB-loads-misses                                           
480.935672160;            2067;page-faults                                                 
481.937228372;        21239869;cache-misses                                                
481.937228372;         2139549;dTLB-loads-misses                                           
481.937228372;            2493;page-faults                                                 
482.938726384;        21620276;cache-misses                                                
482.938726384;         2164818;dTLB-loads-misses                                           
482.938726384;            3275;page-faults                                                 
483.939713035;        19947790;cache-misses                                                
483.939713035;         2074296;dTLB-loads-misses                                           
483.939713035;            2129;page-faults                                                 
484.941186294;        21301862;cache-misses                                                
484.941186294;         2138441;dTLB-loads-misses                                           
484.941186294;            2024;page-faults                                                 
485.942731320;        20390533;cache-misses                                                
485.942731320;         2084373;dTLB-loads-misses                                           
485.942731320;            2096;page-faults                                                 
486.943667292;        34770457;cache-misses                                                
486.943667292;         2851816;dTLB-loads-misses                                           
486.943667292;           14441;page-faults                                                 
487.945100760;        21463838;cache-misses                                                
487.945100760;         2129242;dTLB-loads-misses                                           
487.945100760;            2103;page-faults                                                 
488.946720754;        21436021;cache-misses                                                
488.946720754;         2138600;dTLB-loads-misses                                           
488.946720754;            2263;page-faults                                                 
489.947689654;        21371246;cache-misses                                                
489.947689654;         2079477;dTLB-loads-misses                                           
489.947689654;           12339;page-faults                                                 
490.949226464;        20165585;cache-misses                                                
490.949226464;         2086983;dTLB-loads-misses                                           
490.949226464;            2087;page-faults                                                 
491.950689841;        26538173;cache-misses                                                
491.950689841;         2509143;dTLB-loads-misses                                           
491.950689841;            2476;page-faults                                                 
492.951724162;        19031828;cache-misses                                                
492.951724162;         2053045;dTLB-loads-misses                                           
492.951724162;            2040;page-faults                                                 
493.953283181;        23761154;cache-misses                                                
493.953283181;         2316742;dTLB-loads-misses                                           
493.953283181;            4458;page-faults                                                 
494.954639356;        21337893;cache-misses                                                
494.954639356;         2147800;dTLB-loads-misses                                           
494.954639356;            2590;page-faults                                                 
495.960950995;        19713635;cache-misses                                                
495.960950995;         2056736;dTLB-loads-misses                                           
495.960950995;            2308;page-faults                                                 
496.962396491;        21845542;cache-misses                                                
496.962396491;         2142946;dTLB-loads-misses                                           
496.962396491;            2499;page-faults                                                 
497.963669693;        20733680;cache-misses                                                
497.963669693;         2097592;dTLB-loads-misses                                           
497.963669693;            2438;page-faults                                                 
498.965155790;        18640324;cache-misses                                                
498.965155790;         1985652;dTLB-loads-misses                                           
498.965155790;            2268;page-faults                                                 
499.966584362;        20252288;cache-misses                                                
499.966584362;         2090324;dTLB-loads-misses                                           
499.966584362;            2003;page-faults                                                 
500.967674759;        20927250;cache-misses                                                
500.967674759;         2099947;dTLB-loads-misses                                           
500.967674759;            2131;page-faults                                                 
         time;           conts;events
501.969150691;        18912151;cache-misses                                                
501.969150691;         2048453;dTLB-loads-misses                                           
501.969150691;            2006;page-faults                                                 
502.970673764;        20777084;cache-misses                                                
502.970673764;         2110608;dTLB-loads-misses                                           
502.970673764;            1943;page-faults                                                 
503.971712674;        24026758;cache-misses                                                
503.971712674;         2340793;dTLB-loads-misses                                           
503.971712674;            4576;page-faults                                                 
504.973245874;        20497446;cache-misses                                                
504.973245874;         2089827;dTLB-loads-misses                                           
504.973245874;            1989;page-faults                                                 
505.974775361;        19086724;cache-misses                                                
505.974775361;         2037606;dTLB-loads-misses                                           
505.974775361;            2011;page-faults                                                 
506.975662201;        22507934;cache-misses                                                
506.975662201;         2186136;dTLB-loads-misses                                           
506.975662201;            3429;page-faults                                                 
507.977137599;        19451060;cache-misses                                                
507.977137599;         2118717;dTLB-loads-misses                                           
507.977137599;            1915;page-faults                                                 
508.978756288;        20246594;cache-misses                                                
508.978756288;         2056865;dTLB-loads-misses                                           
508.978756288;            2214;page-faults                                                 
509.979705684;        21649808;cache-misses                                                
509.979705684;         2144415;dTLB-loads-misses                                           
509.979705684;            2161;page-faults                                                 
510.981232819;        22443419;cache-misses                                                
510.981232819;         2246077;dTLB-loads-misses                                           
510.981232819;            4800;page-faults                                                 
511.982679844;        18944846;cache-misses                                                
511.982679844;         2032715;dTLB-loads-misses                                           
511.982679844;            2160;page-faults                                                 
512.983666062;        23107861;cache-misses                                                
512.983666062;         2260557;dTLB-loads-misses                                           
512.983666062;            3876;page-faults                                                 
513.985133544;        20254103;cache-misses                                                
513.985133544;         2072418;dTLB-loads-misses                                           
513.985133544;            2118;page-faults                                                 
514.986635742;        20492863;cache-misses                                                
514.986635742;         2142523;dTLB-loads-misses                                           
514.986635742;            3940;page-faults                                                 
516.023689275;        22690257;cache-misses                                                
516.023689275;         2199777;dTLB-loads-misses                                           
516.023689275;            2699;page-faults                                                 
517.025184092;        19253707;cache-misses                                                
517.025184092;         2011260;dTLB-loads-misses                                           
517.025184092;            1973;page-faults                                                 
518.025771750;        19705226;cache-misses                                                
518.025771750;         2106381;dTLB-loads-misses                                           
518.025771750;            2690;page-faults                                                 
519.027323798;        24429018;cache-misses                                                
519.027323798;         2277062;dTLB-loads-misses                                           
519.027323798;            4721;page-faults                                                 
520.028596764;        21028449;cache-misses                                                
520.028596764;         2139658;dTLB-loads-misses                                           
520.028596764;            1971;page-faults                                                 
521.030124476;        19364245;cache-misses                                                
521.030124476;         2064835;dTLB-loads-misses                                           
521.030124476;            2409;page-faults                                                 
522.031700080;        87173955;cache-misses                                                
522.031700080;         4850180;dTLB-loads-misses                                           
522.031700080;           11702;page-faults                                                 
523.033223000;        80612900;cache-misses                                                
523.033223000;         4308524;dTLB-loads-misses                                           
523.033223000;           11036;page-faults                                                 
524.034658803;        83993675;cache-misses                                                
524.034658803;         4439684;dTLB-loads-misses                                           
524.034658803;            8412;page-faults                                                 
525.035684385;        74376331;cache-misses                                                
525.035684385;         3953040;dTLB-loads-misses                                           
525.035684385;            5520;page-faults                                                 
526.037324077;        65752679;cache-misses                                                
526.037324077;         3653713;dTLB-loads-misses                                           
526.037324077;            7779;page-faults                                                 
         time;           conts;events
527.038800185;        21481550;cache-misses                                                
527.038800185;         2149743;dTLB-loads-misses                                           
527.038800185;            2143;page-faults                                                 
528.039664316;        22484025;cache-misses                                                
528.039664316;         2224052;dTLB-loads-misses                                           
528.039664316;            4762;page-faults                                                 
529.040461263;        21585685;cache-misses                                                
529.040461263;         2139913;dTLB-loads-misses                                           
529.040461263;            3144;page-faults                                                 
530.042067603;        19408856;cache-misses                                                
530.042067603;         2049688;dTLB-loads-misses                                           
530.042067603;            2114;page-faults                                                 
531.043539443;        23080367;cache-misses                                                
531.043539443;         2282033;dTLB-loads-misses                                           
531.043539443;            5837;page-faults                                                 
532.111711837;        23251122;cache-misses                                                
532.111711837;         2251706;dTLB-loads-misses                                           
532.111711837;            2700;page-faults                                                 
533.113203490;        20932379;cache-misses                                                
533.113203490;         2100589;dTLB-loads-misses                                           
533.113203490;            2487;page-faults                                                 
534.114756993;        12793149;cache-misses                                                
534.114756993;         1666384;dTLB-loads-misses                                           
534.114756993;            1296;page-faults                                                 
535.116255765;        13450794;cache-misses                                                
535.116255765;         1751449;dTLB-loads-misses                                           
535.116255765;            3302;page-faults                                                 
536.117747923;        12509780;cache-misses                                                
536.117747923;         1645040;dTLB-loads-misses                                           
536.117747923;            1314;page-faults                                                 
537.119303976;        12913866;cache-misses                                                
537.119303976;         1667760;dTLB-loads-misses                                           
537.119303976;            1717;page-faults                                                 
538.120714904;        14556846;cache-misses                                                
538.120714904;         1742971;dTLB-loads-misses                                           
538.120714904;            2739;page-faults                                                 
539.122233170;        31221242;cache-misses                                                
539.122233170;         2659359;dTLB-loads-misses                                           
539.122233170;           15035;page-faults                                                 
540.123671620;        39414649;cache-misses                                                
540.123671620;         3184584;dTLB-loads-misses                                           
540.123671620;           16524;page-faults                                                 
541.125312321;        36605708;cache-misses                                                
541.125312321;         3096362;dTLB-loads-misses                                           
541.125312321;            2953;page-faults                                                 
542.126866233;        52084400;cache-misses                                                
542.126866233;         3668512;dTLB-loads-misses                                           
542.126866233;           20295;page-faults                                                 
543.127707267;        18902539;cache-misses                                                
543.127707267;         2211608;dTLB-loads-misses                                           
543.127707267;            8088;page-faults                                                 
544.129117513;        13368378;cache-misses                                                
544.129117513;         1746594;dTLB-loads-misses                                           
544.129117513;            8508;page-faults                                                 
545.130679555;        15166731;cache-misses                                                
545.130679555;         2437187;dTLB-loads-misses                                           
545.130679555;            3262;page-faults                                                 
546.131685242;        36852490;cache-misses                                                
546.131685242;         3242843;dTLB-loads-misses                                           
546.131685242;           18504;page-faults                                                 
547.134475348;        40336467;cache-misses                                                
547.134475348;         3213667;dTLB-loads-misses                                           
547.134475348;           15621;page-faults                                                 
548.135667006;        47719814;cache-misses                                                
548.135667006;         2880765;dTLB-loads-misses                                           
548.135667006;           40187;page-faults                                                 
549.137149184;        22621743;cache-misses                                                
549.137149184;         2856486;dTLB-loads-misses                                           
549.137149184;            4377;page-faults                                                 
550.138478840;        36151720;cache-misses                                                
550.138478840;         3184959;dTLB-loads-misses                                           
550.138478840;           13557;page-faults                                                 
551.139665936;        21607582;cache-misses                                                
551.139665936;         2903827;dTLB-loads-misses                                           
551.139665936;            1821;page-faults                                                 
552.147751423;        17268529;cache-misses                                                
552.147751423;         2224390;dTLB-loads-misses                                           
552.147751423;            2271;page-faults                                                 
553.149188311;        58838748;cache-misses                                                
553.149188311;         3876846;dTLB-loads-misses                                           
553.149188311;           36928;page-faults                                                 
554.150670870;        46019240;cache-misses                                                
554.150670870;         3225191;dTLB-loads-misses                                           
554.150670870;           53617;page-faults                                                 
555.151710694;        19817561;cache-misses                                                
555.151710694;         2662859;dTLB-loads-misses                                           
555.151710694;            5045;page-faults                                                 
555.563334331;         2843000;cache-misses                                                
555.563334331;          528167;dTLB-loads-misses                                           
555.563334331;             666;page-faults                                                 
